dataset,competencia,pais_economia,anio,indicador,dimension,grupo,nivel,valor,valor_2,valor_3,unidad,nota,fuente,archivo_origen
Promedio de mejora regional 2009-2025,Matemática,Uruguay,2009-2025,Promedio de mejora,,,,-4.4,,,indicador del brochure,Indicador publicado; no equivale a diferencia simple 2025-2009,"Minedu/UMC, Brochure resultados PISA 2025",promedio_mejora_regional_2009_2025.csv
Promedio de mejora regional 2009-2025,Matemática,Costa Rica,2009-2025,Promedio de mejora,,,,-4.5,,,indicador del brochure,Indicador publicado; no equivale a diferencia simple 2025-2009,"Minedu/UMC, Brochure resultados PISA 2025",promedio_mejora_regional_2009_2025.csv
Promedio de mejora regional 2009-2025,Matemática,México,2009-2025,Promedio de mejora,,,,-6.2,,,indicador del brochure,Indicador publicado; no equivale a diferencia simple 2025-2009,"Minedu/UMC, Brochure resultados PISA 2025",promedio_mejora_regional_2009_2025.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Nacional,Debajo de Nivel 1,54.1,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Hombres,Debajo de Nivel 1,55.3,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Mujeres,Debajo de Nivel 1,52.7,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Nacional,Nivel 1,25.5,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Hombres,Nivel 1,25.3,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Mujeres,Nivel 1,25.7,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Nacional,Nivel 2,14.5,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Hombres,Nivel 2,13.8,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Mujeres,Nivel 2,15.1,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Nacional,Nivel 3,4.9,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Hombres,Nivel 3,4.6,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Mujeres,Nivel 3,5.2,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Nacional,Nivel 4,1,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Hombres,Nivel 4,0.8,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Mujeres,Nivel 4,1.2,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Nacional,Nivel 5,0.1,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Hombres,Nivel 5,0.1,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2000,Distribución de estudiantes por nivel,,Mujeres,Nivel 5,0.1,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Nacional,Debajo de Nivel 1b,14.122041690644881,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Hombres,Debajo de Nivel 1b,16.214226311626,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Mujeres,Debajo de Nivel 1b,11.987444884696,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Público,Debajo de Nivel 1b,17.676,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Privado,Debajo de Nivel 1b,3.218,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Nacional,Nivel 1b,21.993884088759014,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Hombres,Nivel 1b,24.3,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Mujeres,Nivel 1b,19.561307848827,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Público,Nivel 1b,25.939999999999998,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Privado,Nivel 1b,9.884,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Nacional,Nivel 1a,28.652338639972104,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Hombres,Nivel 1a,29,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Mujeres,Nivel 1a,28.3,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Público,Nivel 1a,29.924,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Privado,Nivel 1a,24.746000000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Nacional,Nivel 2,22.07063614879921,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Hombres,Nivel 2,19.893758890418,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Mujeres,Nivel 2,24.291642457748,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Público,Nivel 2,19.184,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Privado,Nivel 2,30.922000000000004,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Nacional,Nivel 3,10.073200382456035,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Hombres,Nivel 3,7.9,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Mujeres,Nivel 3,12.3,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Público,Nivel 3,6.316000000000001,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Privado,Nivel 3,21.608,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Nacional,Nivel 4,2.6011364770330614,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Hombres,Nivel 4,2.079596217552,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Mujeres,Nivel 4,3.133249255656,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Público,Nivel 4,0.9120000000000001,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Privado,Nivel 4,7.789999999999999,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Nacional,Nivel 5,0.4451539305236009,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Hombres,Nivel 5,0.493211888688,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Mujeres,Nivel 5,0.396121754792,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Público,Nivel 5,0.05,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Privado,Nivel 5,1.6580000000000001,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Nacional,Nivel 6,0.0416086418120909,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Hombres,Nivel 6,0.064430564042,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Mujeres,Nivel 6,0.018324079919,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Público,Nivel 6,0,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2009,Distribución de estudiantes por nivel,,Privado,Nivel 6,0.16999999999999998,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Nacional,Debajo de Nivel 1b,9.798068809458302,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Hombres,Debajo de Nivel 1b,11.566614356179272,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Mujeres,Debajo de Nivel 1b,8.126648523101638,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Público,Debajo de Nivel 1b,11.634000000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Privado,Debajo de Nivel 1b,4.356,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Nacional,Nivel 1b,20.629129715434654,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Hombres,Nivel 1b,23.091130706214216,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Mujeres,Nivel 1b,18.302337279328643,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Público,Nivel 1b,24.144,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Privado,Nivel 1b,10.209999999999999,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Nacional,Nivel 1a,29.450345833841293,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Hombres,Nivel 1a,30.46629105729572,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Mujeres,Nivel 1a,28.490194448734012,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Público,Nivel 1a,31.865999999999996,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Privado,Nivel 1a,22.288,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Nacional,Nivel 2,24.938750633673333,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Hombres,Nivel 2,22.247738764107073,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Mujeres,Nivel 2,27.48197709338147,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Público,Nivel 2,23.048000000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Privado,Nivel 2,30.535999999999994,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Nacional,Nivel 3,11.444029022184756,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Hombres,Nivel 3,9.787341842876323,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Mujeres,Nivel 3,13.009733996409205,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Público,Nivel 3,7.866,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Privado,Nivel 3,22.05,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Nacional,Nivel 4,3.268826194445257,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Hombres,Nivel 4,2.5074293602324405,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Mujeres,Nivel 4,3.98840851848024,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Público,Nivel 4,1.322,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Privado,Nivel 4,9.044,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Nacional,Nivel 5,0.4589422375279864,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Hombres,Nivel 5,0.3334539130949528,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Mujeres,Nivel 5,0.5775389745739629,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Público,Nivel 5,0.11400000000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Privado,Nivel 5,1.48,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Nacional,Nivel 6,0.011907553434411966,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Hombres,Nivel 6,0,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Mujeres,Nivel 6,0.02316116599082818,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Público,Nivel 6,0.01,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2012,Distribución de estudiantes por nivel,,Privado,Nivel 6,0.05000000000000001,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Nacional,Debajo de Nivel 1b,6.444119867686242,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Hombres,Debajo de Nivel 1b,6.751,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Mujeres,Debajo de Nivel 1b,6.136000000000001,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Público,Debajo de Nivel 1b,7.912000000000001,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Privado,Debajo de Nivel 1b,2.281,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Nacional,Nivel 1b,19.158097762551545,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Hombres,Nivel 1b,20.055,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Mujeres,Nivel 1b,18.253,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Público,Nivel 1b,23.256000000000004,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Privado,Nivel 1b,7.552,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Nacional,Nivel 1a,28.300214142578735,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Hombres,Nivel 1a,28.976999999999997,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Mujeres,Nivel 1a,27.615999999999996,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Público,Nivel 1a,31.076000000000004,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Privado,Nivel 1a,20.435000000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Nacional,Nivel 2,27.297666264071168,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Hombres,Nivel 2,26.738999999999997,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Mujeres,Nivel 2,27.860000000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Público,Nivel 2,25.21,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Privado,Nivel 2,33.217000000000006,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Nacional,Nivel 3,14.974799857544529,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Hombres,Nivel 3,14.02,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Mujeres,Nivel 3,15.935999999999998,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Público,Nivel 3,10.951000000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Privado,Nivel 3,26.372000000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Nacional,Nivel 4,3.523654864607755,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Hombres,Nivel 4,3.192,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Mujeres,Nivel 4,3.864,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Público,Nivel 4,1.526,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Privado,Nivel 4,9.191,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Nacional,Nivel 5,0.2948553919795151,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Hombres,Nivel 5,0.26099999999999995,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Mujeres,Nivel 5,0.33,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Público,Nivel 5,0.069,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Privado,Nivel 5,0.9339999999999999,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Nacional,Nivel 6,0.006591848980523629,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Hombres,Nivel 6,0.015,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Mujeres,Nivel 6,0.0175,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Público,Nivel 6,0.005,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2015,Distribución de estudiantes por nivel,,Privado,Nivel 6,0.05,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Nacional,Debajo de Nivel 1c,0.35,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Hombres,Debajo de Nivel 1c,0.6,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Mujeres,Debajo de Nivel 1c,0.35,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Público,Debajo de Nivel 1c,0.44,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Privado,Debajo de Nivel 1c,0.11,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Nacional,Nivel 1c,5.49,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Hombres,Nivel 1c,6,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Mujeres,Nivel 1c,4.97,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Público,Nivel 1c,6.96,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Privado,Nivel 1c,1.19,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Nacional,Nivel 1b,19.58,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Hombres,Nivel 1b,21.75,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Mujeres,Nivel 1b,17.33,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Público,Nivel 1b,23.69,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Privado,Nivel 1b,7.54,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Nacional,Nivel 1a,28.88,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Hombres,Nivel 1a,29.33,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Mujeres,Nivel 1a,28.4,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Público,Nivel 1a,32.03,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Privado,Nivel 1a,19.62,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Nacional,Nivel 2,25.81,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Hombres,Nivel 2,23.45,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Mujeres,Nivel 2,28.26,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Público,Nivel 2,23.98,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Privado,Nivel 2,31.16,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Nacional,Nivel 3,14.29,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Hombres,Nivel 3,13.4,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Mujeres,Nivel 3,15.22,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Público,Nivel 3,10.26,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Privado,Nivel 3,26.11,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Nacional,Nivel 4,4.81,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Hombres,Nivel 4,4.92,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Mujeres,Nivel 4,4.7,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Público,Nivel 4,2.41,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Privado,Nivel 4,11.84,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Nacional,Nivel 5,0.75,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Hombres,Nivel 5,0.77,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Mujeres,Nivel 5,0.72,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Público,Nivel 5,0.21,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Privado,Nivel 5,2.34,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Nacional,Nivel 6,0.03,,,%,,,niveles_desempeno.csv
