dataset,competencia,pais_economia,anio,indicador,dimension,grupo,nivel,valor,valor_2,valor_3,unidad,nota,fuente,archivo_origen
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Hombres,Nivel 6,0.02,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Mujeres,Nivel 6,0.05,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Público,Nivel 6,0.01,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2018,Distribución de estudiantes por nivel,,Privado,Nivel 6,0.1,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Nacional,Debajo de Nivel 1c,0.49,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Hombres,Debajo de Nivel 1c,0.55,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Mujeres,Debajo de Nivel 1c,0.44,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Público,Debajo de Nivel 1c,0.6,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Privado,Debajo de Nivel 1c,0.19,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Nacional,Nivel 1c,4.64,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Hombres,Nivel 1c,5.26,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Mujeres,Nivel 1c,4.03,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Público,Nivel 1c,5.89,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Privado,Nivel 1c,1.1,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Nacional,Nivel 1b,16.81,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Hombres,Nivel 1b,18.03,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Mujeres,Nivel 1b,15.59,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Público,Nivel 1b,20.5,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Privado,Nivel 1b,6.32,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Nacional,Nivel 1a,28.46,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Hombres,Nivel 1a,28.44,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Mujeres,Nivel 1a,28.48,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Público,Nivel 1a,31.73,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Privado,Nivel 1a,19.18,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Nacional,Nivel 2,27.18,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Hombres,Nivel 2,26.09,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Mujeres,Nivel 2,28.28,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Público,Nivel 2,25.27,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Privado,Nivel 2,32.6,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Nacional,Nivel 3,16.56,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Hombres,Nivel 3,15.88,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Mujeres,Nivel 3,17.24,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Público,Nivel 3,12.28,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Privado,Nivel 3,28.7,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Nacional,Nivel 4,5.16,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Hombres,Nivel 4,5.12,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Mujeres,Nivel 4,5.21,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Público,Nivel 4,3.32,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Privado,Nivel 4,10.39,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Nacional,Nivel 5,0.65,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Hombres,Nivel 5,0.61,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Mujeres,Nivel 5,0.7,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Público,Nivel 5,0.39,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Privado,Nivel 5,1.41,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Nacional,Nivel 6,0.04,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Hombres,Nivel 6,0.03,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Mujeres,Nivel 6,0.04,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Público,Nivel 6,0.01,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2022,Distribución de estudiantes por nivel,,Privado,Nivel 6,0.1,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Nacional,Debajo de Nivel 1c,0.62916,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Hombres,Debajo de Nivel 1c,0.81179,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Mujeres,Debajo de Nivel 1c,0.44016000000000005,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Público,Debajo de Nivel 1c,0.8470353210004239,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Privado,Debajo de Nivel 1c,0.06575584281922557,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 1c,6.161980000000001,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 1c,7.6147800000000005,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 1c,4.65859,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Público,Nivel 1c,7.598311600037621,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 1c,2.447873449380496,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 1b,20.32156,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 1b,22.944640000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 1b,17.60716,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Público,Nivel 1b,24.51369871052869,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 1b,9.481439570301013,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 1a,31.061450000000004,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 1a,30.523880000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 1a,31.61773,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Público,Nivel 1a,33.93553702109882,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 1a,23.62955554214186,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 2,26.022260000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 2,23.877930000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 2,28.24125,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Público,Nivel 2,23.00154562137076,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 2,33.83328958045226,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 3,12.823440000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 3,11.52904,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 3,14.162910000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Público,Nivel 3,8.758420812387596,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 3,23.33485282488569,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 4,2.74962,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 4,2.51582,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 4,2.9915700000000003,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Público,Nivel 4,1.243629503623991,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 4,6.643856697208554,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 5,0.23054000000000002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 5,0.18212,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 5,0.28064,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Público,Nivel 5,0.1018214099520953,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 5,0.5633764928109002,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Nacional,Nivel 6,0,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Hombres,Nivel 6,0,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Mujeres,Nivel 6,0,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Público,Nivel 6,0,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Lectura,,2025,Distribución de estudiantes por nivel,,Privado,Nivel 6,0,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Nacional,Debajo de Nivel 1,47.644062455422,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Hombres,Debajo de Nivel 1,44.467310114694,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Mujeres,Debajo de Nivel 1,50.885213036402,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Público,Debajo de Nivel 1,56.462,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Privado,Debajo de Nivel 1,20.582,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Nacional,Nivel 1,25.887416988023,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Hombres,Nivel 1,26.011871052218,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Mujeres,Nivel 1,25.760440025639,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Público,Nivel 1,25.884000000000004,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Privado,Nivel 1,25.896000000000004,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Nacional,Nivel 2,16.90065370692,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Hombres,Nivel 2,18.215781844253,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Mujeres,Nivel 2,15.558865657619,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Público,Nivel 2,13.295999999999998,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Privado,Nivel 2,27.962,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Nacional,Nivel 3,6.847907786695,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Hombres,Nivel 3,7.704662796145,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Mujeres,Nivel 3,5.973784877889,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Público,Nivel 3,3.78,,,%,,,niveles_desempeno.csv
Distribución por niveles de desempeño,Matemática,,2009,Distribución de estudiantes por nivel,,Privado,Nivel 3,16.262,,,%,,,niveles_desempeno.csv
